,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
876, 877 ,  PNX Phantomx ,PNX," $277,419 ", $0.017892 ,"  15,505,086 "," $1,563 ",40.37%,92.27%,62.73%
877, 878 ,  SRC SecureCoin ,SRC," $274,519 ", $0.032197 ,"  8,526,361 "," $1,038 ",4.89%,6.47%,10.76%
878, 879 ,  NEVA NevaCoin ,NEVA," $258,800 ", $0.091730 ,"  2,821,330 ", $517 ,-2.06%,-4.48%,0.17%
879, 880 ,  GLS GlassCoin ,GLS," $253,195 ", $0.083297 ,"  3,039,677 "," $3,766 ",-0.18%,4.57%,-15.51%
880, 881 ,  HNC Helleniccoin ,HNC," $249,158 ", $0.003749 ,"  66,459,381 ", $586 ,12.21%,6.76%,1.64%
881, 882 ,  SLG Sterlingcoin ,SLG," $246,551 ", $0.058160 ,"  4,239,164 ", $621 ,-0.19%,-2.39%,-11.56%
882, 883 ,  IRL IrishCoin ,IRL," $244,123 ", $0.006914 ,"  35,310,349 "," $3,992 ",-9.95%,28.58%,55.47%
883, 884 ,  888 OctoCoin ,888," $230,925 ", $0.004309 ,"  53,587,334 ", $818 ,-3.08%,-29.11%,66.04%
884, 885 ,  GLT GlobalToken ,GLT," $230,764 ", $0.008250 ,"  27,971,200 ", $619 ,-6.93%,15.01%,28.22%
885, 886 ,  IMX Impact ,IMX," $228,372 ", $0.002082 ,"  109,666,643 "," $8,612 ",-0.18%,9.03%,42.04%
886, 887 ,  SWING Swing ,SWING," $223,391 ", $0.070053 ,"  3,188,908 ", $557 ,19.92%,25.53%,46.07%
887, 888 ,  SCS Speedcash ,SCS," $220,515 ", $0.494249 ,"  446,162 "," $1,812 ",1.78%,48.60%,-10.77%
888, 889 ,  NEWB Newbium ,NEWB," $216,572 ", $0.004331 ,"  50,000,000 * "," $1,479 ",-0.18%,43.23%,23.37%
889, 890 ,  CESC CryptoEscudo ,CESC," $216,063 ", $0.001499 ,"  144,105,100 "," $8,465 ",49.71%,109.34%,313.41%
890, 891 ,  NTO Fujinto ,NTO," $213,581 ", $0.003246 ,"  65,802,448 * "," $2,119 ",3.63%,12.85%,10.43%
891, 892 ,  SDRN Senderon ,SDRN," $213,167 ", $0.004831 ,"  44,122,901 * ", $759 ,-0.18%,5.87%,41.58%
892, 893 ,  XHI HiCoin ,XHI," $205,451 ", $0.001083 ,"  189,729,990 "," $20,384 ",8.13%,1.55%,-4.81%
893, 894 ,  ECO EcoCoin ,ECO," $202,364 ", $0.174673 ,"  1,158,530 "," $1,121 ",-2.59%,2.72%,27.78%
894, 895 ,  BOLI Bolivarcoin ,BOLI," $188,281 ", $0.019139 ,"  9,837,450 "," $4,470 ",1.01%,-6.89%,-12.40%
895, 896 ,  PASL Pascal Lite ,PASL," $185,736 ", $0.036984 ,"  5,022,100 ", $589 ,-3.23%,1.56%,47.21%
896, 897 ,  ETHD Ethereum Dark ,ETHD," $180,422 ", $0.120281 ,"  1,500,000 "," $2,681 ",-4.42%,-3.03%,29.05%
897, 898 ,  GPU GPU Coin ,GPU," $178,695 ", $0.004415 ,"  40,477,042 "," $1,890 ",0.19%,-2.79%,35.81%
898, 899 ,  AERM Aerium ,AERM," $176,243 ", $0.001833 ,"  96,174,765 "," $2,219 ",-0.18%,46.55%,-29.23%
899, 900 ,  PLC Polcoin ,PLC," $176,224 ", $0.002249 ,"  78,356,194 "," $4,011 ",7.79%,41.30%,78.01%
900, 901 ,  MST MustangCoin ,MST," $174,948 ", $0.277544 ,"  630,343 ", $630 ,6.14%,18.17%,35.84%
901, 902 ,  BUMBA BumbaCoin ,BUMBA," $173,041 ", $0.007576 ,"  22,841,224 ", $565 ,-0.18%,46.90%,63.49%
902, 903 ,  BTPL Bitcoin Planet ,BTPL," $167,742 ", $0.024906 ,"  6,735,091 "," $1,795 ",-0.18%,146.43%,94.77%
903, 904 ,  DSR Desire ,DSR," $166,438 ", $0.164361 ,"  1,012,637 "," $20,902 ",3.81%,3.52%,12.91%
904, 905 ,  BSTY GlobalBoost-Y ,BSTY," $166,231 ", $0.011775 ,"  14,117,924 "," $3,245 ",-0.31%,23.84%,40.39%
905, 906 ,  BRAT BROTHER ,BRAT," $143,719 ", $0.000898 ,"  160,000,000  * ", $535 ,-0.07%,7.69%,10.63%
906, 907 ,  BITEUR bitEUR ,BITEUR," $141,904 ", $1.32 ,"  107,706 * "," $1,338 ",1.26%,1.25%,-1.46%
907, 908 ,  JIN Jin Coin ,JIN," $141,044 ", $0.014160 ,"  9,960,402 ", $791 ,4.75%,-11.03%,?
908, 909 ,  AGLC AgrolifeCoin ,AGLC," $139,411 ", $0.000666 ,"  209,207,813 * "," $5,528 ",-11.27%,-16.27%,?
909, 910 ,  SHND StrongHands ,SHND," $138,725 ", $2.6e-07 ,"  537,505,773,562 "," $17,978 ",0.63%,8.15%,-3.56%
910, 911 ,  DALC Dalecoin ,DALC," $128,521 ", $0.276826 ,"  464,267  * ", $688 ,-0.37%,32.86%,11.83%
911, 912 ,  808 808Coin ,808," $122,788 ", $0.000031 ,"  3,978,187,849 "," $6,550 ",1.79%,3.11%,-18.86%
912, 913 ,  VUC Virta Unique ... ,VUC," $122,534 ", $0.001981 ,"  61,855,225 ", $500 ,0.06%,7.83%,48.18%
913, 914 ,  ROOFS Roofs ,ROOFS," $119,114 ", $0.000916 ,"  130,000,000 * "," $73,630 ",-0.18%,83.40%,71.37%
914, 915 ,  ELC Elacoin ,ELC," $119,052 ", $0.291955 ,"  407,774 ", $521 ,-0.19%,21.68%,20.15%
915, 916 ,  TRDT Trident Group ,TRDT," $111,825 ", $0.116119 ,"  963,024 * "," $3,704 ",-0.15%,-22.84%,6.49%
916, 917 ,  LBTC LiteBitcoin ,LBTC," $109,230 ", $0.003774 ,"  28,940,333 ", $905 ,-0.21%,2.42%,-0.80%
917, 918 ,  EAGLE EagleCoin ,EAGLE," $103,621 ", $0.049499 ,"  2,093,421 * "," $1,912 ",-0.15%,62.83%,112.47%
918, 919 ,  CON PayCon ,CON," $102,392 ", $0.004444 ,"  23,042,604 * "," $1,283 ",-0.20%,-28.80%,7.19%
919, 920 ,  ZMC ZetaMicron ,ZMC," $100,014 ", $0.000167 ,"  600,344,291 * ", $526 ,-0.18%,109.33%,8.80%
920, 921 ,  ALL Allion ,ALL," $95,555 ", $0.015414 ,"  6,199,359 "," $1,460 ",-0.18%,25.03%,32.17%
921, 922 ,  ACOIN Acoin ,ACOIN," $93,807 ", $0.076885 ,"  1,220,085 "," $1,046 ",-0.17%,5.43%,-1.22%
922, 923 ,  HBC HomeBlockCoin ,HBC," $80,133 ", $0.016026 ,"  5,000,000 "," $2,485 ",1.12%,-5.98%,-14.99%
923, 924 ,  GP GoldPieces ,GP," $78,493 ", $0.064330 ,"  1,220,161 * "," $1,146 ",-0.20%,-3.37%,5.68%
924, 925 ,  XCO X-Coin ,XCO," $75,052 ", $0.006060 ,"  12,384,976 * ", $769 ,0.08%,11.23%,14.52%
925, 926 ,  CMT Comet ,CMT," $74,526 ", $0.085384 ," 872,830 ", $504 ,-0.29%,-6.94%,14.78%
926, 927 ,  FLAX Flaxscript ,FLAX," $73,879 ", $0.013161 ,"  5,613,534 "," $8,213 ",-0.18%,-4.96%,-0.23%
927, 928 ,  BAS BitAsean ,BAS," $73,731 ", $0.014746 ,"  5,000,000 * "," $1,052 ",0.86%,-19.18%,0.32%
928, 929 ,  ERY Eryllium ,ERY," $73,428 ", $0.013074 ,"  5,616,315 ", $909 ,-1.79%,4.40%,-2.83%
929, 930 ,  ADCN Asiadigicoin ,ADCN," $72,684 ", $0.002915 ,"  24,931,054 "," $4,523 ",-0.18%,4.67%,7.25%
930, 931 ,  BNX BnrtxCoin ,BNX," $65,196 ", $0.001999 ,"  32,612,501 "," $10,820 ",-0.18%,-21.50%,-26.97%
931, 932 ,  VPRC VapersCoin ,VPRC," $64,982 ", $0.000083 ,"  780,124,964 ", $853 ,-0.18%,4.67%,-40.98%
932, 933 ,  ARB ARbit ,ARB," $60,815 ", $0.007413 ,"  8,203,320 "," $20,707 ",4.92%,52.72%,67.66%
933, 934 ,  MSCN Master Swiscoin ,MSCN," $59,659 ", $0.001322 ,"  45,143,320 * "," $6,170 ",-0.16%,2.25%,8.72%
934, 935 ,  BIP BipCoin ,BIP," $58,691 ", $0.036068 ,"  1,627,261 ", $671 ,-0.18%,-12.34%,-7.69%
935, 936 ,  PRX Printerium ,PRX," $56,282 ", $0.004761 ,"  11,821,728 ", $980 ,-0.18%,6.43%,15.59%
936, 937 ,  LTCU LiteCoin Ultra ,LTCU," $48,972 ", $0.047918 ,"  1,022,000 "," $1,321 ",-0.40%,26.47%,49.90%
937, 938 ,  RKC Royal Kingdom... ,RKC," $38,661 ", $0.014319 ,"  2,700,000 * "," $1,755 ",-0.18%,0.56%,18.26%
938, 939 ,  OFF Cthulhu Offer... ,OFF," $36,056 ", $0.013744 ,"  2,623,382 ", $663 ,-4.80%,-16.57%,27.56%
939, 940 ,  VRS Veros ,VRS," $34,782 ", $0.000071 ,"  486,609,040 * "," $1,138 ",-0.05%,0.55%,12.76%
940, 941 ,  DOLLAR Dollar Online ,DOLLAR," $26,936 ", $0.035734 ,"  753,776 ", $710 ,-0.18%,22.35%,2.03%
941, 942 ,  WOMEN WomenCoin ,WOMEN," $22,101 ", $0.000500 ,"  44,220,400 "," $8,584 ",2.72%,19.15%,24.66%
942, 943 ,  ARGUS Argus ,ARGUS," $15,831 ", $0.013786 ,"  1,148,324 ", $606 ,22.74%,30.54%,32.21%
943, 944 ,  CONX Concoin ,CONX," $10,725 ", $0.014410 ,"  744,266 ", $677 ,-0.18%,-4.19%,96.87%
944, 945 ,  COUPE Coupecoin ,COUPE," $9,537 ", $0.000044 ,"  218,281,462  * ", $992 ,-14.89%,-8.24%,-3.32%
945, 946 ,  CREVA CrevaCoin ,CREVA," $9,094 ", $0.000250 ,"  36,390,750 "," $1,634 ",-0.18%,14.96%,18.36%
946, 947 ,  NANOX Project-X ,NANOX," $8,157 "," $104,229 ",  0.078264 * ," $1,183 ",-0.18%,4.68%,12.20%
947, 948 ,  VLTC Vault Coin ,VLTC," $7,593 ", $0.000250 ,"  30,385,540 "," $1,068 ",-0.18%,18.54%,24.45%
948, 949 ,  HMC HarmonyCoin ,HMC," $3,464 ", $0.006172 ,"  561,235 "," $5,387 ",-0.18%,4.81%,12.07%
949, 950 ,  FXE FuturXe ,FXE," $3,216 ", $0.013661 ,"  235,421 * ", $503 ,-0.18%,76.97%,107.04%
950, 951 ,  TSTR Tristar Coin ,TSTR," $2,094 ", $0.000416 ,"  5,027,857 ", $737 ,12.70%,13.25%,39.27%
951, 952 ,  PIZZA PizzaCoin ,PIZZA," $1,951 ", $0.001416 ,"  1,377,917 "," $1,557 ",-0.18%,18.63%,44.10%
952, 953 ,  COB Cobinhood ,COB," $27,147,938 ", $0.074970 ,"  362,117,840 * ", Low Vol ,0.99%,-15.02%,14.92%
953, 954 ,  HDG Hedge ,HDG," $15,484,515 ", $4.17 ,"  3,709,674 * ", Low Vol ,-0.18%,2.43%,52.32%
954, 955 ,  KLC KiloCoin ,KLC," $11,331,241 ", $0.057725 ,"  196,297,971 ", Low Vol ,-0.18%,51.43%,82.76%
955, 956 ,  BQ bitqy ,BQ," $10,736,019 ", $0.003449 ,"  3,112,981,275 * ", Low Vol ,-1.25%,0.97%,36.35%
956, 957 ,  RISE Rise ,RISE," $10,286,977 ", $0.083494 ,"  123,206,630 * ", Low Vol ,-0.18%,4.24%,2.96%
957, 958 ,  NVST NVO ,NVST," $10,243,005 ", $0.682867 ,"  15,000,000 * ", Low Vol ,-0.48%,-11.09%,7.77%
958, 959 ,  ECOB Ecobit ,ECOB," $9,740,533 ", $0.021916 ," 444,444,444 * ", Low Vol ,-0.18%,7.94%,23.37%
959, 960 ,  TCC The ChampCoin ,TCC," $9,300,475 ", $0.056392 ,"  164,925,727 * ", Low Vol ,-0.18%,4.67%,18.67%
960, 961 ,  EAC EarthCoin ,EAC," $8,112,935 ", $0.000683 ,"  11,869,866,097 ", ? ,?,?,-2.62%
961, 962 ,  AC AsiaCoin ,AC," $7,345,374 ", $0.005164 ,"  1,422,309,244 ", Low Vol ,-0.19%,-3.55%,23.83%
962, 963 ,  CHIPS CHIPS ,CHIPS," $6,574,364 ", $0.313787 ,"  20,951,678 ", Low Vol ,-0.28%,-7.50%,20.97%
963, 964 ,  TIE Ties.DB ,TIE," $6,347,506 ", $0.155239 ,"  40,888,606 * ", Low Vol ,?,1.60%,?
964, 965 ,  XNN Xenon ,XNN," $5,574,630 ", $0.018582 ,"  300,000,000 * ", Low Vol ,-0.22%,10.28%,64.93%
965, 966 ,  ECN E-coin ,ECN," $5,309,195 ", $15.15 ,"  350,363 ", Low Vol ,-0.18%,5.08%,-17.34%
966, 967 ,  XVC Vcash ,XVC," $5,179,547 ", $0.336033 ,"  15,413,804 ", ? ,?,?,?
967, 968 ,  DOVU Dovu ,DOVU," $4,821,838 ", $0.075585 ,"  63,793,250 * ", Low Vol ,-6.07%,-1.07%,42.25%
968, 969 ,  STA Starta ,STA," $4,041,240 ", $0.777159 ," 5,200,017 * ", Low Vol ,-0.18%,3.83%,39.66%
969, 970 ,  CPAY Cryptopay ,CPAY," $3,554,470 ", $0.052665 ,"  67,492,322  * ", Low Vol ,-0.16%,0.91%,19.67%
970, 971 ,  VSL vSlice ,VSL," $3,365,395 ", $0.100789 ,"  33,390,496 * ", Low Vol ,-0.74%,4.91%,4.55%
971, 972 ,  IXC Ixcoin ,IXC," $3,097,848 ", $0.147523 ,"  20,999,088 * ", Low Vol ,-0.38%,7.39%,26.44%
972, 973 ,  EFYT Ergo ,EFYT," $3,002,301 ", $7.56 ,"  397,300 * ", Low Vol ,9.01%,12.90%,34.36%
973, 974 ,  GOOD Goodomy ,GOOD," $2,948,714 ", $0.006359 ,"  463,732,036 * ", Low Vol ,-4.58%,4.08%,32.34%
974, 975 ,  SSS Sharechain ,SSS," $2,808,732 ", $0.001252 ,"  2,244,023,561 * ", Low Vol ,2.71%,11.46%,37.17%
975, 976 ,  CARBON Carboncoin ,CARBON," $2,561,725 ", $0.000166 ,"  15,392,019,350 ", Low Vol ,-0.17%,92.44%,11.87%
976, 977 ,  TES TeslaCoin ,TES," $2,460,578 ", $0.032819 ,"  74,974,422 ", Low Vol ,0.84%,5.12%,17.03%
977, 978 ,  DAY Chronologic ,DAY," $2,429,705 ", $3.73 ,"  651,013 * ", Low Vol ,-0.18%,27.07%,26.33%
978, 979 ,  MXT MarteXcoin ,MXT," $2,416,084 ", $0.820743 ,"  2,943,776 ", Low Vol ,-0.23%,9.33%,38.40%
979, 980 ,  DAR Darcrus ,DAR," $2,403,161 ", $0.176698 ,"  13,600,388 * ", Low Vol ,0.21%,33.41%,21.01%
980, 981 ,  REAL REAL ,REAL," $2,382,243 ", $0.236902 ,"  10,055,817 * ", Low Vol ,-9.17%,3.73%,5.76%
981, 982 ,  MTNC Masternodecoin ,MTNC," $2,344,668 ", $0.046480 ,"  50,445,105 * ", Low Vol ,-0.18%,4.48%,2.54%
982, 983 ,  CBX Bullion ,CBX," $2,328,572 ", $2.30 ,"  1,012,317 ", Low Vol ,-0.70%,15.16%,52.43%
983, 984 ,  TRIA Triaconta ,TRIA," $2,325,539 ", $8.43 ,"  276,001 * ", Low Vol ,-0.11%,?,49.72%
984, 985 ,  FLIK FLiK ,FLIK," $2,103,409 ", $0.034985 ,"  60,123,682 * ", Low Vol ,-0.18%,4.67%,11.35%
985, 986 ,  REX REX ,REX," $2,019,957 ", $0.233231 ,"  8,660,756 * ", Low Vol ,-0.18%,-47.31%,22.39%
986, 987 ,  SENSE Sense ,SENSE," $1,898,591 ", $0.015122 ,"  125,548,235 * ", Low Vol ,-0.61%,5.55%,49.26%
987, 988 ,  BLU BlueCoin ,BLU," $1,868,762 ", $0.003252 ,"  574,683,675 ", Low Vol ,-4.85%,-2.49%,-15.24%
988, 989 ,  FYP FlypMe ,FYP," $1,763,094 ", $0.099956 ,"  17,638,681 * ", Low Vol ,-0.18%,11.76%,7.19%
989, 990 ,  INPAY InPay ,INPAY," $1,720,910 ", $0.172091 ,"  10,000,000 * ", Low Vol ,-0.18%,4.67%,12.82%
990, 991 ,  ANC Anoncoin ,ANC," $1,669,934 ", $0.791319 ,"  2,110,317 ", Low Vol ,-0.18%,-0.57%,25.82%
991, 992 ,  BBT BitBoost ,BBT," $1,629,962 ", $0.125778 ,"  12,959,036 * ", Low Vol ,-0.18%,3.64%,-17.34%
992, 993 ,  ETBS Ethbits ,ETBS," $1,622,832 ", $1.17 ,"  1,391,604 * ", Low Vol ,-0.18%,-0.08%,26.97%
993, 994 ,  XFT Footy Cash ,XFT," $1,590,670 ", $0.345640 ,"  4,602,101 ", Low Vol ,4.31%,0.08%,34.40%
994, 995 ,  NDC NEVERDIE ,NDC," $1,511,632 ", $0.036865 ,"  41,004,200 * ", Low Vol ,-0.16%,1.02%,35.77%
995, 996 ,  SMLY SmileyCoin ,SMLY," $1,391,963 ", $0.000054 ,"  25,960,250,000 ", Low Vol ,-2.22%,1.59%,4.29%
996, 997 ,  YASH YashCoin ,YASH," $1,375,272 ", $0.137523 ,"  10,000,305 * ", Low Vol ,-0.18%,4.67%,-45.38%
997, 998 ,  BXT BitTokens ,BXT," $1,332,291 ", $2.29 ,"  582,358 ", Low Vol ,-0.18%,79.45%,16.36%
998, 999 ,  UNI Universe ,UNI," $1,187,243 ", $0.058641 ,"  20,245,991  * ", Low Vol ,0.96%,4.53%,12.10%
999, 1000 ,  V Version ,V," $1,136,061 ", $0.002310 ,"  491,837,576 ", Low Vol ,-0.18%,4.23%,8.03%
1000, 1001 ,  SHORTY Shorty ,SHORTY," $1,132,840 ", $0.011328 ,"  100,000,000 * ", Low Vol ,-0.18%,6.23%,-12.11%
1001, 1002 ,  MOIN Moin ,MOIN," $1,128,336 ", $0.149651 ,"  7,539,783 * ", Low Vol ,-0.24%,9.40%,24.95%
1002, 1003 ,  FLT FlutterCoin ,FLT," $1,090,647 ", $0.002499 ,"  436,450,711 ", Low Vol ,-0.19%,-1.87%,11.26%
1003, 1004 ,  GRWI Growers Inter... ,GRWI," $1,087,805 ", $0.920013 ,"  1,182,380 * ", Low Vol ,-0.18%,10.10%,-1.10%
1004, 1005 ,  METAL MetalCoin ,METAL," $1,070,080 ", $0.013911 ,"  76,925,527 * ", Low Vol ,-0.18%,-0.68%,11.33%
1005, 1006 ,  GJC Global Jobcoin ,GJC," $1,061,697 ", $0.078937 ,"  13,449,995 * ", Low Vol ,-0.16%,60.07%,?
1006, 1007 ,  UNIC UniCoin ,UNIC," $1,034,749 ", $0.345515 ,"  2,994,802 ", Low Vol ,2.16%,14.26%,48.43%
1007, 1008 ,  MAGE MagicCoin ,MAGE," $1,015,136 ", $0.137939 ,"  7,359,312 ", Low Vol ,-0.18%,4.61%,21.87%
1008, 1009 ,  FUCK FuckToken ,FUCK," $984,382 ", $0.016930 ,"  58,144,264 * ", Low Vol ,?,?,?
1009, 1010 ,  RNS Renos ,RNS," $983,574 ", $0.029487 ,"  33,356,077 * ", Low Vol ,-0.18%,-11.52%,18.38%
1010, 1011 ,  NXX Nexxus ,NXX," $925,894 ", $0.047671 ,"  19,422,507 * ", ? ,?,2.85%,199.80%
1011, 1012 ,  PLC PlusCoin ,PLC," $921,589 ", $0.000178 ,"  5,172,323,624 * ", Low Vol ,-1.53%,3.94%,-8.85%
1012, 1013 ,  ZENI Zennies ,ZENI," $917,010 ", $0.000916 ,"  1,000,812,836 * ", Low Vol ,-0.18%,-7.90%,18.67%
1013, 1014 ,  HTC HitCoin ,HTC," $915,958 ", $0.000083 ,"  10,996,318,099 ", Low Vol ,-0.18%,4.67%,18.67%
1014, 1015 ,  MBI Monster Byte ,MBI," $895,289 ", $0.053219 ,"  16,822,736 * ", Low Vol ,?,3.19%,?
1015, 1016 ,  CDX Commodity Ad ... ,CDX," $865,309 ", $0.026584 ,"  32,550,000 * ", Low Vol ,0.77%,-1.29%,20.57%
1016, 1017 ,  POP PopularCoin ,POP," $858,793 ", $0.000250 ,"  3,436,683,421 ", Low Vol ,-0.19%,3.15%,-1.93%
1017, 1018 ,  INSN InsaneCoin ,INSN," $853,696 ", $0.045078 ,"  18,938,105 ", Low Vol ,-0.36%,-6.37%,-0.83%
1018, 1019 ,  RIYA Etheriya ,RIYA," $845,221 ", $0.534432 ,"  1,581,531 * ", Low Vol ,-0.18%,4.84%,4.08%
1019, 1020 ,  BPC Bitpark Coin ,BPC," $843,382 ", $0.011245 ,"  75,000,000 * ", Low Vol ,-0.18%,4.67%,27.15%
1020,  1021 ,  USC Ultimate Secu... ,USC," $840,306 ", $0.081243 ,"  10,343,113 ", Low Vol ,-0.18%,17.40%,43.09%
1021, 1022 ,  EPY Emphy ,EPY," $810,714 ", $0.105330 ,"  7,696,898 * ", Low Vol ,-0.16%,4.19%,27.49%
1022, 1023 ,  HBN HoboNickels ,HBN," $796,196 ", $0.012411 ,"  64,151,405 ", Low Vol ,-0.18%,4.67%,19.99%
1023, 1024 ,  I0C I0Coin ,I0C," $786,790 ", $0.037484 ,"  20,990,249 ", Low Vol ,-0.18%,?,12.57%
1024, 1025 ,  IFLT InflationCoin ,IFLT," $777,660 ", $0.000018 ,"  43,037,394,532 * ", Low Vol ,-1.13%,-70.35%,-40.68%
1025, 1026 ,  ESZ EtherSportz ,ESZ," $740,392 ", $0.148842 ,"  4,974,347 * ", Low Vol ,?,15.25%,15.35%
1026, 1027 ,  SDC ShadowCash ,SDC," $735,045 ", $0.109788 ,"  6,695,133 * ", Low Vol ,?,0.04%,-5.02%
1027, 1028 ,  PIGGY Piggycoin ,PIGGY," $734,067 ", $0.001499 ,"  489,593,140 ", Low Vol ,8.42%,17.75%,28.76%
1028, 1029 ,  MEC Megacoin ,MEC," $730,912 ", $0.019741 ,"  37,024,487 ", Low Vol ,-0.18%,6.83%,25.70%
1029, 1030 ,  JET Jetcoin ,JET," $711,098 ", $0.104210 ,"  6,823,701 * ", Low Vol ,18.93%,0.38%,30.22%
1030, 1031 ,  BTB BitBar ,BTB," $660,668 ", $17.87 ,"  36,974 ", Low Vol ,-0.20%,4.90%,40.81%
1031, 1032 ,  BRO Bitradio ,BRO," $654,786 ", $0.104054 ,"  6,292,752 * ", Low Vol ,-0.18%,9.52%,15.11%
1032, 1033 ,  TROLL Trollcoin ,TROLL," $630,587 ", $0.001102 ,"  572,266,944 ", Low Vol ,-14.98%,-1.84%,8.49%
1033, 1034 ,  BTWTY Bit20 ,BTWTY," $626,570 "," $616,703 ",  1.016 * , Low Vol ,0.73%,18.85%,47.67%
1034, 1035 ,  GUN Guncoin ,GUN," $609,311 ", $0.002915 ,"  208,998,028 ", Low Vol ,-0.99%,4.67%,10.41%
1035, 1036 ,  EBET EthBet ,EBET," $601,523 ", $0.070737 ,"  8,503,600 * ", Low Vol ,?,2.46%,27.07%
1036, 1037 ,  BTG Bitgem ,BTG," $586,776 ", $9.68 ,"  60,614 ", Low Vol ,-0.18%,-2.70%,10.77%
1037, 1038 ,  BITS Bitstar ,BITS," $586,352 ", $0.025406 ,"  23,079,737 ", Low Vol ,-0.18%,4.66%,16.52%
1038, 1039 ,  FST Fastcoin ,FST," $562,026 ", $0.003582 ,"  156,913,424 ", Low Vol ,-0.19%,18.43%,-27.10%
1039, 1040 ,  TALK BTCtalkcoin ,TALK," $549,289 ", $0.008413 ,"  65,290,635 ", Low Vol ,-0.19%,4.66%,10.92%
1040, 1041 ,  ELE Elementrem ,ELE," $542,904 ", $0.020824 ,"  26,070,798 ", Low Vol ,-0.18%,2.39%,23.91%
1041, 1042 ,  ITI iTicoin ,ITI," $537,827 ", $16.81 ,"  32,000 * ", Low Vol ,-0.09%,12.85%,32.90%
1042, 1043 ,  HODL HOdlcoin ,HODL," $533,879 ", $0.003249 ,"  164,342,925 ", Low Vol ,-0.18%,16.63%,39.36%
1043, 1044 ,  LANA LanaCoin ,LANA," $519,113 ", $0.000583 ,"  891,163,589 ", Low Vol ,13.65%,6.14%,38.32%
1044, 1045 ,  VTA Virtacoin ,VTA," $517,330 ", $0.000099 ,"  5,201,310,113 ", Low Vol ,-0.45%,-24.72%,193.99%
1045, 1046 ,  BLZ BlazeCoin ,BLZ," $514,381 ", $0.000845 ,"  608,557,394 ", Low Vol ,0.17%,9.30%,16.12%
1046, 1047 ,  OPAL Opal ,OPAL," $505,670 ", $0.033384 ,"  15,146,986 * ", Low Vol ,-0.19%,7.72%,25.61%
1047, 1048 ,  NYAN Nyancoin ,NYAN," $504,750 ", $0.001583 ,"  318,929,301 ", Low Vol ,-0.18%,7.99%,35.82%
1048, 1049 ,  VAL Valorbit ,VAL,"  $494,192 ", $0.000081 ,"  6,114,978,764 ", ? ,?,1.55%,?
1049, 1050 ,  TAG TagCoin ,TAG," $488,760 ", $0.075967 ,"  6,433,866 ", Low Vol ,-0.18%,17.85%,69.25%
1050, 1051 ,  GAIA GAIA ,GAIA," $481,816 ", $0.019991 ,"  24,101,381 * ", Low Vol ,-0.18%,26.87%,?
1051, 1052 ,  UTC UltraCoin ,UTC," $473,767 ", $0.010245 ,"  46,241,445 ", Low Vol ,-0.18%,23.79%,19.36%
1052, 1053 ,  MANNA Manna ,MANNA," $461,729 ", $0.010572 ,"  43,673,073 * ", Low Vol ,-0.96%,11.71%,4.48%
1053, 1054 ,  RBT Rimbit ,RBT," $441,815 ", $0.002236 ,"  197,581,050 * ", Low Vol ,3.60%,6.82%,22.73%
1054, 1055 ,  Q2C QubitCoin ,Q2C," $434,909 ", $0.001749 ,"  248,628,826 ", Low Vol ,-4.73%,22.11%,-13.81%
1055, 1056 ,  ARI Aricoin ,ARI," $425,939 ", $0.001833 ,"  232,432,480 ", Low Vol ,-0.19%,-2.48%,18.67%
1056, 1057 ,  KURT Kurrent ,KURT," $419,143 ", $0.006830 ,"  61,364,813 ", Low Vol ,-0.18%,-0.28%,16.42%
1057, 1058 ,  XLC LeviarCoin ,XLC," $418,585 ", $0.036734 ,"  11,395,070 ", Low Vol ,-2.36%,6.11%,14.17%
1058, 1059 ,  SMC SmartCoin ,SMC," $416,968 ", $0.017172 ,"  24,282,023 ", Low Vol ,-0.28%,4.08%,9.02%
1059, 1060 ,  FLY Flycoin ,FLY," $410,879 ", $1.95 ,"  210,806 * ", ? ,?,0.59%,15.18%
1060, 1061 ,  DSH Dashcoin ,DSH," $402,729 ", $0.022915 ,"  17,574,970 ", Low Vol ,-0.20%,1.76%,-7.72%
1061, 1062 ,  XJO Joulecoin ,XJO," $398,389 ", $0.011221 ,"  35,502,567 ", Low Vol ,-0.18%,12.14%,19.55%
1062, 1063 ,  MOTO Motocoin ,MOTO," $397,528 ", $0.020238 ,"  19,642,673 ", Low Vol ,-0.19%,9.15%,5.22%
1063, 1064 ,  HAL Halcyon ,HAL," $393,110 ", $0.068387 ,"  5,748,339 ", Low Vol ,-0.19%,4.79%,14.26%
1064, 1065 ,  DDF DigitalDevelo... ,DDF," $383,705 ", $0.074967 ,"  5,118,307 * ", Low Vol ,-0.18%,6.45%,13.78%
1065, 1066 ,  SUPER SuperCoin ,SUPER," $375,902 ", $0.007747 ,"  48,524,739 ", Low Vol ,-0.19%,-19.02%,-40.78%
1066, 1067 ,  XPY PayCoin ,XPY," $368,183 ", $0.030986 ,"  11,882,094 ", Low Vol ,-0.18%,-1.30%,42.97%
1067, 1068 ,  WGO WavesGo ,WGO," $366,526 ", $0.039359 ,"  9,312,372 * ", Low Vol ,0.21%,9.28%,22.66%
1068, 1069 ,  8BIT 8Bit ,8BIT," $366,379 ", $0.249604 ,"  1,467,841 * ", Low Vol ,-0.10%,-2.13%,62.33%
